MassOfFuel,rho,CN,LHV,O2,YSI,MEP,Efficiency,diffEfficiency
57.03125,766.0890009,50.67007927,40.89804624,9.379680686,41.22202867,6.994779369,0.355510345,0.030514999
54.296875,832.3175718,41.98400562,42.33258399,6.160210332,80.72531216,7.005777642,0.355436762,0.025124032
55.9375,760.8195019,43.39833057,41.06506494,7.572061124,80.54177497,7.002109697,0.355228794,0.024880613
55.390625,805.7503733,54.25706491,42.14872057,6.584988088,41.62489954,7.006115366,0.354521784,0.029303315
53.203125,796.3656565,51.52804537,43.32790895,2.761647112,25.0483571,7.002225474,0.354420091,0.025227687
51.5625,825.8081131,47.81742339,43.70019322,1.814705731,71.74972983,7.002867553,0.35439603,0.017592084
55.1171875,759.4991641,45.55882443,41.68302182,18.10661775,118.3800274,7.000505003,0.354362116,0.024143375
55.9375,798.3510079,50.17153971,42.64739751,9.678851947,78.84528983,6.999043386,0.353825264,0.035873179
57.87125587,780.0483925,52.48783449,43.82973741,8.694754518,90.24945826,7.190821029,0.353764666,0.04653348
52.9296875,788.3442656,46.16960477,40.66452168,0.799453832,78.99169999,6.9983917,0.353757537,0.001385162
51.5625,803.2656526,45.74266336,44.31136905,2.441370951,56.40049258,7.005640125,0.353119527,0.020829515
56.7578125,775.4828516,52.7700262,40.51983679,6.47789749,64.50821569,6.999563117,0.353092946,0.023258375
54.84375,800.1744176,43.44305503,42.81228372,6.629138438,68.39583688,7.009355088,0.352896002,0.029376002
60.5168438,761.9887429,51.4706565,44.90049758,11.76512805,101.8826593,7.324585992,0.352776258,0.060647534
53.50266457,793.4288524,44.11139493,43.71739323,2.421962757,77.79900201,7.077382697,0.352576565,0.024661331
51.5625,777.424588,52.56140333,43.4657742,0.400996584,101.3797214,7.006017284,0.351620518,0.012847832
55.50311089,781.0013136,48.91220679,43.85222305,5.970770095,103.143271,7.05410452,0.351432588,0.037344447
56.7578125,764.405243,42.40580194,40.47833945,6.539906035,98.75561983,6.998507982,0.351188057,0.021065096
53.75,759.0313694,42.85376857,42.74394719,2.205505712,33.72399492,6.998397767,0.35113441,0.021020261
56.7578125,752.6597637,45.97129742,42.2375487,8.290370737,89.1793526,7.000366475,0.351127867,0.034670633
54.5703125,826.5843124,54.30701491,41.83785504,1.735108759,54.66740562,7.001915556,0.350837786,0.018477117
57.578125,822.7771179,49.22692993,38.94255934,5.021053792,43.61019567,6.995439144,0.350210878,0.012105892
55.73796272,766.4492054,48.43750977,43.14378073,5.717213641,69.75538551,7.024677542,0.350165964,0.033591622
54.296875,798.1855463,49.15426265,42.13829603,2.33940856,55.44057643,6.995331456,0.34963978,0.018298851
58.125,756.0297914,48.27070086,43.64554445,13.62146278,41.25009248,7.009220606,0.349456408,0.050033207
58.671875,783.5469873,54.85827111,39.45694508,18.70916668,112.3737063,7.008522407,0.349444288,0.021355315
55.9375,813.9720035,43.39419229,43.48969546,7.799973869,103.7589932,6.994156501,0.349426007,0.037849633
58.125,765.3599731,50.23015879,43.70184785,14.11620638,60.13827984,7.005279145,0.348899416,0.050030143
59.765625,795.7351983,52.40432085,38.10205232,9.910919623,93.27877333,6.991667556,0.34862698,0.015891168
57.578125,824.3850214,54.85680264,41.37944403,8.52265294,108.5974382,6.997037771,0.348583976,0.030317684
54.5703125,783.8594016,50.53663209,44.11532897,3.827024011,81.73482389,7.009496144,0.348280502,0.032736853
54.84375,779.9167011,45.51599968,42.54266094,3.445364255,82.68961056,7.004763459,0.348196887,0.022839787
58.125,758.1718425,53.4431748,44.86195127,18.44474076,15.774394,6.994707577,0.347771505,0.057070159
59.21875,826.3712353,49.59292318,38.99670359,7.851929445,111.6620847,7.009519906,0.347324481,0.018382161
54.296875,824.2563115,50.1597955,43.76639339,2.501563669,86.25538891,7.004587519,0.346957787,0.027520538
54.84375,830.6835381,45.04446476,41.25324623,1.579519399,85.53011443,7.003086973,0.346844637,0.011398457
60.3125,779.8549867,53.15257815,44.47713085,16.72389203,37.44355282,7.004762448,0.345894191,0.062906254
56.484375,758.1236882,46.00189644,42.03679361,4.542085178,52.76592051,6.996815318,0.345628452,0.026282752
59.21875,753.2807402,44.11511186,43.09358866,12.63718097,67.29016686,7.008856592,0.3451399,0.047498142
55.88669777,755.8699899,46.90106507,42.18248407,5.150231827,37.24952271,6.846578224,0.34449858,0.029758847
55.9375,836.2113989,52.23893064,42.63390701,3.33369701,65.5907878,6.992492654,0.344073249,0.026318234
58.66620064,760.1048024,52.80952014,42.75856087,12.61456006,87.15210071,6.879434515,0.343845727,0.046637881
58.125,791.7986212,42.14980991,39.69161016,4.108153293,115.9817794,7.00519977,0.343371866,0.014310109
56.7578125,846.8682265,47.35501232,44.78978304,6.485813948,113.1720587,7.00004948,0.342961277,0.044550102
62.5,847.240237,51.67274764,38.55797513,7.08507866,93.85655435,7.008450615,0.340514699,0.025343622
57.578125,841.4457607,52.26102607,41.59121347,3.08378974,68.98307896,7.001572777,0.339922978,0.02307198
59.22375679,758.0114332,45.23065484,43.64170561,9.317557474,77.77261104,6.928513688,0.338953615,0.048443668
58.125,756.8409432,51.98090236,43.13252868,4.578723067,79.73004606,6.998451358,0.338017428,0.035498417
58.125,755.8444281,43.87060352,42.50587825,3.23485745,109.6410346,6.996742516,0.336632867,0.02972887
57.83881187,769.2104877,53.00282409,44.17405315,5.559018532,60.72213108,6.81045592,0.335295689,0.046421894
60.3125,752.9265713,44.57100382,39.63612296,2.871661789,59.10849107,6.992730274,0.334303666,0.017298118
60.3125,799.0095523,48.32593904,38.68456294,1.638363005,89.64201059,7.006209908,0.333971599,0.008542241
62.5,767.9962788,50.3921464,39.09036333,4.343880288,65.6139808,7.008080535,0.333305175,0.02244295
60.3125,762.992839,48.23979548,40.20287793,2.613334538,72.75691035,6.999627831,0.333204857,0.020359968
60.3125,792.1352814,54.47608508,41.73060552,2.331232852,103.5163681,7.001146071,0.330405793,0.028948563
62.5,763.1063645,50.73522866,40.37688697,3.40231794,79.92377377,6.994197452,0.329641495,0.029280432
62.5,815.0121486,52.65588437,39.88080893,1.646831852,107.5772549,6.999913986,0.327597537,0.02325173
69.0625,764.3784008,54.10967926,44.54401509,13.67239545,119.1071942,6.999681421,0.321204735,0.074620556
71.25,750.3691423,49.67556763,43.73218587,15.43023471,87.64167864,7.007971836,0.317571125,0.073832201
71.25,769.5549213,41.27521493,44.72330343,6.702603835,106.9371697,7.009086123,0.317050518,0.078675225
75.58808327,752.1690665,47.25520146,44.84273261,8.008588627,94.85692892,7.09805312,0.316215005,0.089274279
79.99993324,757.3318399,54.85606764,44.01512412,10.29212115,28.39825755,6.964288156,0.313632565,0.0992923
79.99993324,759.088843,52.63664144,44.43618428,7.120184668,13.70353586,6.827472555,0.308698086,0.100559695
79.99993324,761.6855107,50.63597673,38.44255385,4.771419396,100.1556793,6.838642723,0.30509121,0.064108084
79.99993324,789.9894882,52.06670428,38.09323581,3.022453586,98.84977207,6.823251511,0.302543653,0.059898017
79.99993324,752.05783,53.31955043,40.76893307,2.893890147,79.36569997,6.785043206,0.298849852,0.073398818
